PROVINSI,date,tempat_rekreasi,pusat_perbelanjaan_dan_apotek,taman,stasiun_transit,perkantoran,perumahan
PROVINSI NUSA TENGGARA TIMUR,2020-10-08,-6,9,10,-9,-12,3
PROVINSI NUSA TENGGARA TIMUR,2020-10-09,-10,6,7,-11,-11,5
PROVINSI NUSA TENGGARA TIMUR,2020-10-10,-3,9,27,-11,0,3
PROVINSI NUSA TENGGARA TIMUR,2020-10-11,-8,4,28,-4,0,4
PROVINSI NUSA TENGGARA TIMUR,2020-10-12,-4,14,21,-3,-8,5
PROVINSI NUSA TENGGARA TIMUR,2020-10-13,-5,8,24,-3,-8,5
PROVINSI NUSA TENGGARA TIMUR,2020-10-14,-3,10,27,-7,-7,5
PROVINSI NUSA TENGGARA TIMUR,2020-10-15,-3,13,22,-6,-9,5
PROVINSI NUSA TENGGARA TIMUR,2020-10-16,-5,15,19,-9,-8,6
PROVINSI NUSA TENGGARA TIMUR,2020-10-17,-2,13,32,-4,2,3
PROVINSI NUSA TENGGARA TIMUR,2020-10-18,-9,6,31,-1,0,4
PROVINSI NUSA TENGGARA TIMUR,2020-10-19,-4,13,29,-8,-6,6
PROVINSI NUSA TENGGARA TIMUR,2020-10-20,-4,7,30,1,-8,5
PROVINSI NUSA TENGGARA TIMUR,2020-10-21,-2,10,20,-3,-8,3
PROVINSI NUSA TENGGARA TIMUR,2020-10-22,-2,13,12,-6,-11,0
PROVINSI NUSA TENGGARA TIMUR,2020-10-23,-4,13,6,-6,-12,0
PROVINSI NUSA TENGGARA TIMUR,2020-10-24,0,15,17,-1,-1,-3
PROVINSI NUSA TENGGARA TIMUR,2020-10-25,-7,8,15,-2,-5,-2
PROVINSI NUSA TENGGARA TIMUR,2020-10-26,-1,16,14,-4,-9,-1
PROVINSI NUSA TENGGARA TIMUR,2020-10-27,0,13,15,5,-12,-2
PROVINSI NUSA TENGGARA TIMUR,2020-10-28,-1,16,18,2,-40,1
PROVINSI NUSA TENGGARA TIMUR,2020-10-29,-7,6,21,-2,-56,4
PROVINSI NUSA TENGGARA TIMUR,2020-10-30,-8,9,10,-12,-45,4
PROVINSI NUSA TENGGARA TIMUR,2020-10-31,-7,3,15,-8,-16,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-01,-6,5,12,9,-9,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-02,-2,14,7,3,-13,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-03,1,13,10,5,-12,-3
PROVINSI NUSA TENGGARA TIMUR,2020-11-04,0,15,8,-9,-12,-3
PROVINSI NUSA TENGGARA TIMUR,2020-11-05,0,17,7,-3,-13,-3
PROVINSI NUSA TENGGARA TIMUR,2020-11-06,-3,14,6,-5,-13,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-07,1,13,16,1,-4,-3
PROVINSI NUSA TENGGARA TIMUR,2020-11-08,-3,8,16,11,-8,-3
PROVINSI NUSA TENGGARA TIMUR,2020-11-09,-2,15,10,6,-12,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-10,-2,10,16,2,-14,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-11,-3,8,7,0,-14,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-12,1,14,12,2,-14,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-13,-1,17,7,3,-14,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-14,1,13,18,0,-4,-4
PROVINSI NUSA TENGGARA TIMUR,2020-11-15,-5,9,16,6,-8,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-16,-2,14,10,4,-11,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-17,-3,8,11,0,-13,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-18,-2,9,9,-7,-13,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-19,-1,15,1,-2,-14,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-20,-3,15,-2,1,-14,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-21,-1,13,8,0,-4,-4
PROVINSI NUSA TENGGARA TIMUR,2020-11-22,-8,6,3,-1,-9,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-23,-6,13,-1,-2,-11,-1
PROVINSI NUSA TENGGARA TIMUR,2020-11-24,-4,10,2,-2,-13,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-25,-2,12,0,-7,-11,-1
PROVINSI NUSA TENGGARA TIMUR,2020-11-26,-2,14,-1,-1,-14,-1
PROVINSI NUSA TENGGARA TIMUR,2020-11-27,-4,15,-3,0,-12,-1
PROVINSI NUSA TENGGARA TIMUR,2020-11-28,-3,8,3,-4,0,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-29,-3,10,5,5,-4,-2
PROVINSI NUSA TENGGARA TIMUR,2020-11-30,-8,8,-5,0,-10,-1
PROVINSI NUSA TENGGARA TIMUR,2020-12-01,1,16,2,2,-11,-2
PROVINSI NUSA TENGGARA TIMUR,2020-12-02,-5,10,-8,-3,-10,0
PROVINSI NUSA TENGGARA TIMUR,2020-12-03,-1,17,-7,-4,-12,0
PROVINSI NUSA TENGGARA TIMUR,2020-12-04,0,24,-9,-5,-10,-1
PROVINSI NUSA TENGGARA TIMUR,2020-12-05,-2,13,-5,-3,-1,-2
PROVINSI NUSA TENGGARA TIMUR,2020-12-06,-12,2,-15,5,-8,1
PROVINSI NUSA TENGGARA TIMUR,2020-12-07,3,23,-5,-1,-11,-2
PROVINSI NUSA TENGGARA TIMUR,2020-12-08,0,16,-2,-6,-11,-2
PROVINSI NUSA TENGGARA TIMUR,2020-12-09,-4,11,1,-13,-46,4
PROVINSI NUSA TENGGARA TIMUR,2020-12-10,0,20,-1,-6,-9,1
PROVINSI NUSA TENGGARA TIMUR,2020-12-11,4,23,0,1,-7,4
PROVINSI NUSA TENGGARA TIMUR,2020-12-12,1,17,0,9,3,2
PROVINSI NUSA TENGGARA TIMUR,2020-12-13,-1,14,6,3,-1,3
PROVINSI NUSA TENGGARA TIMUR,2020-12-14,-2,16,0,6,-7,4
PROVINSI NUSA TENGGARA TIMUR,2020-12-15,3,19,7,21,-9,3
PROVINSI NUSA TENGGARA TIMUR,2020-12-16,8,22,7,18,-8,2
PROVINSI NUSA TENGGARA TIMUR,2020-12-17,7,27,6,25,-9,3
PROVINSI NUSA TENGGARA TIMUR,2020-12-18,9,30,6,15,-9,3
PROVINSI NUSA TENGGARA TIMUR,2020-12-19,12,30,8,27,3,0
PROVINSI NUSA TENGGARA TIMUR,2020-12-20,8,24,11,25,-1,2
PROVINSI NUSA TENGGARA TIMUR,2020-12-21,14,40,13,21,-14,2
PROVINSI NUSA TENGGARA TIMUR,2020-12-22,12,34,14,17,-19,3
PROVINSI NUSA TENGGARA TIMUR,2020-12-23,25,59,14,31,-23,2
PROVINSI NUSA TENGGARA TIMUR,2020-12-24,-2,35,18,31,-54,6
PROVINSI NUSA TENGGARA TIMUR,2020-12-25,-36,-26,17,-1,-66,10
PROVINSI NUSA TENGGARA TIMUR,2020-12-26,-16,1,21,-2,-36,4
PROVINSI NUSA TENGGARA TIMUR,2020-12-27,-5,10,27,11,-8,1
PROVINSI NUSA TENGGARA TIMUR,2020-12-28,2,23,22,10,-25,5
PROVINSI NUSA TENGGARA TIMUR,2020-12-29,-2,15,19,9,-27,4
PROVINSI NUSA TENGGARA TIMUR,2020-12-30,3,26,19,-1,-27,5
PROVINSI NUSA TENGGARA TIMUR,2020-12-31,-13,19,17,4,-50,6
PROVINSI NUSA TENGGARA TIMUR,2021-01-01,-43,-39,21,-20,-68,12
PROVINSI NUSA TENGGARA TIMUR,2021-01-02,-18,-1,25,8,-35,4
PROVINSI NUSA TENGGARA TIMUR,2021-01-03,-8,6,26,26,-10,1
PROVINSI NUSA TENGGARA TIMUR,2021-01-04,-2,24,8,12,-16,3
PROVINSI NUSA TENGGARA TIMUR,2021-01-05,-7,12,5,11,-17,5
PROVINSI NUSA TENGGARA TIMUR,2021-01-06,-4,12,3,-4,-14,6
PROVINSI NUSA TENGGARA TIMUR,2021-01-07,-6,14,0,1,-15,7
PROVINSI NUSA TENGGARA TIMUR,2021-01-08,-9,14,-5,-9,-15,7
PROVINSI NUSA TENGGARA TIMUR,2021-01-09,-13,8,-2,0,-8,5
PROVINSI NUSA TENGGARA TIMUR,2021-01-10,-10,10,17,9,-6,4
PROVINSI NUSA TENGGARA TIMUR,2021-01-11,-4,17,9,-6,-14,5
PROVINSI NUSA TENGGARA TIMUR,2021-01-12,-9,7,8,-7,-17,5
PROVINSI NUSA TENGGARA TIMUR,2021-01-13,-14,3,-2,-21,-19,5
PROVINSI NUSA TENGGARA TIMUR,2021-01-14,-22,-4,-14,-23,-26,6
PROVINSI NUSA TENGGARA TIMUR,2021-01-15,-29,-10,-21,-28,-30,7
PROVINSI NUSA TENGGARA TIMUR,2021-01-16,-34,-20,-19,-33,-24,6
PROVINSI NUSA TENGGARA TIMUR,2021-01-17,-34,-19,-18,-29,-24,7
PROVINSI NUSA TENGGARA TIMUR,2021-01-18,-28,-10,-20,-32,-29,8
PROVINSI NUSA TENGGARA TIMUR,2021-01-19,-30,-15,-17,-27,-32,8
PROVINSI NUSA TENGGARA TIMUR,2021-01-20,-27,-9,-17,-32,-30,9
PROVINSI NUSA TENGGARA TIMUR,2021-01-21,-26,-8,-17,-33,-31,9
PROVINSI NUSA TENGGARA TIMUR,2021-01-22,-29,-11,-17,-34,-30,10
PROVINSI NUSA TENGGARA TIMUR,2021-01-23,-31,-14,-17,-33,-22,8
PROVINSI NUSA TENGGARA TIMUR,2021-01-24,-35,-20,-17,-34,-22,9
PROVINSI NUSA TENGGARA TIMUR,2021-01-25,-32,-14,-21,-39,-30,11
PROVINSI NUSA TENGGARA TIMUR,2021-01-26,-29,-13,-13,-28,-32,11
PROVINSI NUSA TENGGARA TIMUR,2021-01-27,-28,-12,-15,-35,-29,10
PROVINSI NUSA TENGGARA TIMUR,2021-01-28,-31,-13,-19,-38,-31,11
PROVINSI NUSA TENGGARA TIMUR,2021-01-29,-33,-13,-26,-36,-31,10
PROVINSI NUSA TENGGARA TIMUR,2021-01-30,-40,-24,-31,-40,-25,7
PROVINSI NUSA TENGGARA TIMUR,2021-01-31,-42,-22,-27,-38,-22,6
PROVINSI NUSA TENGGARA TIMUR,2021-02-01,-30,-4,-23,-35,-29,4
PROVINSI NUSA TENGGARA TIMUR,2021-02-02,-30,-9,-23,-31,-30,3
PROVINSI NUSA TENGGARA TIMUR,2021-02-03,-33,-16,-31,-40,-31,7
PROVINSI NUSA TENGGARA TIMUR,2021-02-04,-36,-16,-35,-39,-34,7
PROVINSI NUSA TENGGARA TIMUR,2021-02-05,-32,-11,-37,-38,-31,6
PROVINSI NUSA TENGGARA TIMUR,2021-02-06,-29,-11,-27,-30,-25,3
PROVINSI NUSA TENGGARA TIMUR,2021-02-07,-34,-18,-21,-32,-24,4
PROVINSI NUSA TENGGARA TIMUR,2021-02-08,-29,-12,-29,-36,-30,4
PROVINSI NUSA TENGGARA TIMUR,2021-02-09,-27,-11,-24,-31,-30,3
PROVINSI NUSA TENGGARA TIMUR,2021-02-10,-27,-8,-24,-32,-30,3
PROVINSI NUSA TENGGARA TIMUR,2021-02-11,-25,-4,-20,-28,-31,3
PROVINSI NUSA TENGGARA TIMUR,2021-02-12,-37,-15,-17,-33,-63,11
PROVINSI NUSA TENGGARA TIMUR,2021-02-13,-31,-9,-14,-32,-30,4
PROVINSI NUSA TENGGARA TIMUR,2021-02-14,-31,-11,-6,-20,-23,3
PROVINSI NUSA TENGGARA TIMUR,2021-02-15,-27,-5,-16,-20,-28,3
PROVINSI NUSA TENGGARA TIMUR,2021-02-16,-27,-9,-12,-28,-30,3
PROVINSI NUSA TENGGARA TIMUR,2021-02-17,-29,-10,-17,-25,-30,3
PROVINSI NUSA TENGGARA TIMUR,2021-02-18,-30,-9,-22,-31,-29,4
PROVINSI NUSA TENGGARA TIMUR,2021-02-19,-30,-7,-24,-31,-28,6
PROVINSI NUSA TENGGARA TIMUR,2021-02-20,-35,-14,-24,-32,-27,6
PROVINSI NUSA TENGGARA TIMUR,2021-02-21,-33,-10,-16,-23,-21,4
PROVINSI NUSA TENGGARA TIMUR,2021-02-22,-27,-3,-17,-21,-26,3
PROVINSI NUSA TENGGARA TIMUR,2021-02-23,-25,-5,-14,-20,-28,2
PROVINSI NUSA TENGGARA TIMUR,2021-02-24,-30,-13,-20,-25,-27,4
PROVINSI NUSA TENGGARA TIMUR,2021-02-25,-25,-4,-17,-24,-29,5
PROVINSI NUSA TENGGARA TIMUR,2021-02-26,-28,-6,-23,-28,-26,4
PROVINSI NUSA TENGGARA TIMUR,2021-02-27,-21,2,-8,-18,-18,1
PROVINSI NUSA TENGGARA TIMUR,2021-02-28,-25,-3,2,-17,-14,1
PROVINSI NUSA TENGGARA TIMUR,2021-03-01,-22,2,-11,-26,-23,2
PROVINSI NUSA TENGGARA TIMUR,2021-03-02,-18,2,-6,-14,-24,0
PROVINSI NUSA TENGGARA TIMUR,2021-03-03,-18,2,-2,-18,-24,1
PROVINSI NUSA TENGGARA TIMUR,2021-03-04,-20,2,-8,-19,-24,2
PROVINSI NUSA TENGGARA TIMUR,2021-03-05,-19,4,-12,-15,-24,2
PROVINSI NUSA TENGGARA TIMUR,2021-03-06,-18,6,4,-14,-19,-1
PROVINSI NUSA TENGGARA TIMUR,2021-03-07,-24,-4,6,-14,-19,0
PROVINSI NUSA TENGGARA TIMUR,2021-03-08,-19,5,-5,-15,-22,0
PROVINSI NUSA TENGGARA TIMUR,2021-03-09,-21,-2,-6,-15,-24,0
PROVINSI NUSA TENGGARA TIMUR,2021-03-10,-22,-3,-12,-15,-24,1
PROVINSI NUSA TENGGARA TIMUR,2021-03-11,-28,-5,-2,-11,-61,9
PROVINSI NUSA TENGGARA TIMUR,2021-03-12,-23,3,-13,-27,-27,3
PROVINSI NUSA TENGGARA TIMUR,2021-03-13,-18,6,7,-19,-19,-1
PROVINSI NUSA TENGGARA TIMUR,2021-03-14,-24,-4,11,-17,-18,0
PROVINSI NUSA TENGGARA TIMUR,2021-03-15,-22,1,-8,-21,-21,1
PROVINSI NUSA TENGGARA TIMUR,2021-03-16,-18,2,-1,-17,-22,-1
PROVINSI NUSA TENGGARA TIMUR,2021-03-17,-22,-2,-7,-25,-21,1
PROVINSI NUSA TENGGARA TIMUR,2021-03-18,-16,8,-4,-19,-20,0
PROVINSI NUSA TENGGARA TIMUR,2021-03-19,-19,6,-10,-16,-19,1
PROVINSI NUSA TENGGARA TIMUR,2021-03-20,-14,10,9,-13,-14,-2
PROVINSI NUSA TENGGARA TIMUR,2021-03-21,-23,1,3,-13,-14,0
PROVINSI NUSA TENGGARA TIMUR,2021-03-22,-16,9,-1,-16,-19,-1
PROVINSI NUSA TENGGARA TIMUR,2021-03-23,-17,3,-1,-7,-20,-1
PROVINSI NUSA TENGGARA TIMUR,2021-03-24,-17,3,-4,-8,-20,0
PROVINSI NUSA TENGGARA TIMUR,2021-03-25,-15,8,-4,-6,-20,0
PROVINSI NUSA TENGGARA TIMUR,2021-03-26,-14,13,-3,-9,-19,0
PROVINSI NUSA TENGGARA TIMUR,2021-03-27,-12,14,11,-5,-12,-2
PROVINSI NUSA TENGGARA TIMUR,2021-03-28,-22,2,7,-3,-14,-1
PROVINSI NUSA TENGGARA TIMUR,2021-03-29,-19,5,-5,-10,-20,2
PROVINSI NUSA TENGGARA TIMUR,2021-03-30,-18,2,-4,-12,-20,-1
PROVINSI NUSA TENGGARA TIMUR,2021-03-31,-13,8,-6,-10,-21,1
PROVINSI NUSA TENGGARA TIMUR,2021-04-01,-18,9,-12,1,-30,3
PROVINSI NUSA TENGGARA TIMUR,2021-04-02,-37,-13,-18,-16,-66,12
PROVINSI NUSA TENGGARA TIMUR,2021-04-03,-42,-20,-25,-29,-39,8
PROVINSI NUSA TENGGARA TIMUR,2021-04-04,-58,-44,-39,-27,-39,2
PROVINSI NUSA TENGGARA TIMUR,2021-04-05,-57,-42,-32,-32,-69,-12
PROVINSI NUSA TENGGARA TIMUR,2021-04-06,-38,-23,-20,0,-50,-18
PROVINSI NUSA TENGGARA TIMUR,2021-04-07,-34,-18,-16,4,-44,-16
PROVINSI NUSA TENGGARA TIMUR,2021-04-08,-28,-3,-16,11,-39,-17
PROVINSI NUSA TENGGARA TIMUR,2021-04-09,-27,0,-19,10,-35,-14
PROVINSI NUSA TENGGARA TIMUR,2021-04-10,-23,2,-10,10,-25,-14
PROVINSI NUSA TENGGARA TIMUR,2021-04-11,-22,2,-6,2,-19,-13
PROVINSI NUSA TENGGARA TIMUR,2021-04-12,-16,16,-3,8,-28,-12
PROVINSI NUSA TENGGARA TIMUR,2021-04-13,-20,6,-6,0,-29,-9
PROVINSI NUSA TENGGARA TIMUR,2021-04-14,-17,10,-3,-4,-27,-7
PROVINSI NUSA TENGGARA TIMUR,2021-04-15,-16,13,-4,-5,-25,-6
PROVINSI NUSA TENGGARA TIMUR,2021-04-16,-17,15,-5,-7,-23,-5
PROVINSI NUSA TENGGARA TIMUR,2021-04-17,-14,13,3,-1,-15,-6
PROVINSI NUSA TENGGARA TIMUR,2021-04-18,-21,7,-2,-4,-13,-4
PROVINSI NUSA TENGGARA TIMUR,2021-04-19,-13,20,0,8,-19,-4
PROVINSI NUSA TENGGARA TIMUR,2021-04-20,-12,18,2,3,-20,-4
PROVINSI NUSA TENGGARA TIMUR,2021-04-21,-12,18,2,-9,-21,-4
PROVINSI NUSA TENGGARA TIMUR,2021-04-22,-12,18,-2,-8,-18,-3
PROVINSI NUSA TENGGARA TIMUR,2021-04-23,-12,20,-4,-2,-18,-2
PROVINSI NUSA TENGGARA TIMUR,2021-04-24,-11,20,6,0,-11,-3
PROVINSI NUSA TENGGARA TIMUR,2021-04-25,-16,15,7,-8,-11,-2
PROVINSI NUSA TENGGARA TIMUR,2021-04-26,-11,23,1,-7,-16,-3
PROVINSI NUSA TENGGARA TIMUR,2021-04-27,-11,17,3,1,-17,-3
PROVINSI NUSA TENGGARA TIMUR,2021-04-28,-9,19,1,2,-19,-2
PROVINSI NUSA TENGGARA TIMUR,2021-04-29,-10,20,1,-6,-18,-2
PROVINSI NUSA TENGGARA TIMUR,2021-04-30,-9,25,-3,0,-16,-3
PROVINSI NUSA TENGGARA TIMUR,2021-05-01,-7,24,6,4,-29,-1
PROVINSI NUSA TENGGARA TIMUR,2021-05-02,-10,23,9,6,-11,-2
PROVINSI NUSA TENGGARA TIMUR,2021-05-03,-5,31,2,6,-16,-3
PROVINSI NUSA TENGGARA TIMUR,2021-05-04,-5,28,3,10,-17,-4
PROVINSI NUSA TENGGARA TIMUR,2021-05-05,-4,28,1,10,-17,-4
PROVINSI NUSA TENGGARA TIMUR,2021-05-06,-5,30,-1,-38,-16,-1
PROVINSI NUSA TENGGARA TIMUR,2021-05-07,-6,31,-7,-44,-15,-1
PROVINSI NUSA TENGGARA TIMUR,2021-05-08,-3,31,5,-43,-12,-2
PROVINSI NUSA TENGGARA TIMUR,2021-05-09,-9,24,3,-49,-12,-1
PROVINSI NUSA TENGGARA TIMUR,2021-05-10,-3,36,-1,-43,-17,-2
PROVINSI NUSA TENGGARA TIMUR,2021-05-11,3,39,4,-37,-18,-3
PROVINSI NUSA TENGGARA TIMUR,2021-05-12,3,49,10,-49,-50,3
PROVINSI NUSA TENGGARA TIMUR,2021-05-13,-23,1,18,-50,-64,4
PROVINSI NUSA TENGGARA TIMUR,2021-05-14,-18,14,11,-48,-62,7
PROVINSI NUSA TENGGARA TIMUR,2021-05-15,-10,22,20,-48,-31,0
PROVINSI NUSA TENGGARA TIMUR,2021-05-16,-12,18,18,-49,-12,-2
PROVINSI NUSA TENGGARA TIMUR,2021-05-17,-3,37,5,-35,-13,-2
PROVINSI NUSA TENGGARA TIMUR,2021-05-18,-4,28,8,16,-12,-3
PROVINSI NUSA TENGGARA TIMUR,2021-05-19,-1,31,9,9,-13,-2
PROVINSI NUSA TENGGARA TIMUR,2021-05-20,0,33,10,13,-11,-1
PROVINSI NUSA TENGGARA TIMUR,2021-05-21,0,35,11,10,-10,-1
PROVINSI NUSA TENGGARA TIMUR,2021-05-22,0,34,25,8,-4,-2
PROVINSI NUSA TENGGARA TIMUR,2021-05-23,-7,24,28,1,-4,-1
PROVINSI NUSA TENGGARA TIMUR,2021-05-24,-1,33,13,7,-10,0
PROVINSI NUSA TENGGARA TIMUR,2021-05-25,2,32,21,17,-9,-2
PROVINSI NUSA TENGGARA TIMUR,2021-05-26,-3,26,37,15,-56,8
PROVINSI NUSA TENGGARA TIMUR,2021-05-27,2,34,17,2,-7,0
PROVINSI NUSA TENGGARA TIMUR,2021-05-28,3,40,19,13,-8,0
PROVINSI NUSA TENGGARA TIMUR,2021-05-29,6,37,35,18,1,-3
PROVINSI NUSA TENGGARA TIMUR,2021-05-30,-1,30,35,7,-4,-1
PROVINSI NUSA TENGGARA TIMUR,2021-05-31,6,42,29,12,-6,-2
PROVINSI NUSA TENGGARA TIMUR,2021-06-01,0,34,48,25,-54,6
PROVINSI NUSA TENGGARA TIMUR,2021-06-02,7,40,25,11,-7,-2
PROVINSI NUSA TENGGARA TIMUR,2021-06-03,8,42,25,16,-5,-1
PROVINSI NUSA TENGGARA TIMUR,2021-06-04,8,44,27,18,-5,-1
PROVINSI NUSA TENGGARA TIMUR,2021-06-05,10,45,41,18,-2,-2
PROVINSI NUSA TENGGARA TIMUR,2021-06-06,2,36,43,17,-7,-1
PROVINSI NUSA TENGGARA TIMUR,2021-06-07,9,46,32,19,-6,-2
PROVINSI NUSA TENGGARA TIMUR,2021-06-08,9,44,34,24,-7,-2
PROVINSI NUSA TENGGARA TIMUR,2021-06-09,13,49,36,19,-9,-2
PROVINSI NUSA TENGGARA TIMUR,2021-06-10,12,47,32,15,-6,-2
PROVINSI NUSA TENGGARA TIMUR,2021-06-11,9,49,29,26,-7,-1
PROVINSI NUSA TENGGARA TIMUR,2021-06-12,11,47,46,34,-2,-3
PROVINSI NUSA TENGGARA TIMUR,2021-06-13,4,38,48,15,-7,-1
PROVINSI NUSA TENGGARA TIMUR,2021-06-14,9,46,38,19,-7,-1
PROVINSI NUSA TENGGARA TIMUR,2021-06-15,7,40,37,27,-8,-2
PROVINSI NUSA TENGGARA TIMUR,2021-06-16,9,42,37,21,-11,-3
PROVINSI NUSA TENGGARA TIMUR,2021-06-17,10,44,39,24,-9,-3
PROVINSI NUSA TENGGARA TIMUR,2021-06-18,8,42,32,28,-10,-2
PROVINSI NUSA TENGGARA TIMUR,2021-06-19,8,40,46,30,-4,-4
PROVINSI NUSA TENGGARA TIMUR,2021-06-20,-1,31,39,19,-8,-1
PROVINSI NUSA TENGGARA TIMUR,2021-06-21,5,42,34,23,-11,-2
PROVINSI NUSA TENGGARA TIMUR,2021-06-22,3,35,34,23,-12,-2
PROVINSI NUSA TENGGARA TIMUR,2021-06-23,6,36,32,18,-15,-1
PROVINSI NUSA TENGGARA TIMUR,2021-06-24,6,40,31,13,-14,-1
PROVINSI NUSA TENGGARA TIMUR,2021-06-25,5,42,28,24,-14,0
PROVINSI NUSA TENGGARA TIMUR,2021-06-26,4,39,37,21,-10,-1
PROVINSI NUSA TENGGARA TIMUR,2021-06-27,-1,32,35,10,-8,0
PROVINSI NUSA TENGGARA TIMUR,2021-06-28,5,43,31,13,-13,-1
PROVINSI NUSA TENGGARA TIMUR,2021-06-29,3,35,28,16,-14,-1
PROVINSI NUSA TENGGARA TIMUR,2021-06-30,1,34,27,12,-18,0
PROVINSI NUSA TENGGARA TIMUR,2021-07-01,6,44,30,10,-14,1
PROVINSI NUSA TENGGARA TIMUR,2021-07-02,3,45,22,13,-14,2
PROVINSI NUSA TENGGARA TIMUR,2021-07-03,3,42,31,5,-11,2
PROVINSI NUSA TENGGARA TIMUR,2021-07-04,-5,31,31,-1,-9,3
PROVINSI NUSA TENGGARA TIMUR,2021-07-05,2,46,25,-4,-13,2
PROVINSI NUSA TENGGARA TIMUR,2021-07-06,-2,37,24,-4,-15,3
PROVINSI NUSA TENGGARA TIMUR,2021-07-07,-5,33,21,-9,-19,4
PROVINSI NUSA TENGGARA TIMUR,2021-07-08,-3,37,15,-12,-16,4
PROVINSI NUSA TENGGARA TIMUR,2021-07-09,-7,36,12,-16,-16,5
PROVINSI NUSA TENGGARA TIMUR,2021-07-10,-5,35,23,-14,-11,2
PROVINSI NUSA TENGGARA TIMUR,2021-07-11,-15,24,19,-22,-12,5
PROVINSI NUSA TENGGARA TIMUR,2021-07-12,-5,36,21,-21,-15,3
PROVINSI NUSA TENGGARA TIMUR,2021-07-13,-7,31,21,-24,-16,3
PROVINSI NUSA TENGGARA TIMUR,2021-07-14,-5,31,18,-23,-17,3
PROVINSI NUSA TENGGARA TIMUR,2021-07-15,-6,33,17,-27,-14,4
PROVINSI NUSA TENGGARA TIMUR,2021-07-16,-8,32,10,-27,-14,5
PROVINSI NUSA TENGGARA TIMUR,2021-07-17,-8,32,18,-25,-9,3
PROVINSI NUSA TENGGARA TIMUR,2021-07-18,-16,21,22,-31,-9,6
PROVINSI NUSA TENGGARA TIMUR,2021-07-19,-2,41,22,-28,-16,3
PROVINSI NUSA TENGGARA TIMUR,2021-07-20,-21,13,30,-30,-61,11
PROVINSI NUSA TENGGARA TIMUR,2021-07-21,-10,28,18,-24,-17,3
PROVINSI NUSA TENGGARA TIMUR,2021-07-22,-7,29,15,-26,-14,4
PROVINSI NUSA TENGGARA TIMUR,2021-07-23,-8,31,9,-21,-14,6
PROVINSI NUSA TENGGARA TIMUR,2021-07-24,-9,29,19,-24,-8,3
PROVINSI NUSA TENGGARA TIMUR,2021-07-25,-16,23,20,-32,-9,5
PROVINSI NUSA TENGGARA TIMUR,2021-07-26,-6,34,19,-23,-13,4
PROVINSI NUSA TENGGARA TIMUR,2021-07-27,-8,27,19,-11,-14,4
PROVINSI NUSA TENGGARA TIMUR,2021-07-28,-8,25,18,-22,-16,5
PROVINSI NUSA TENGGARA TIMUR,2021-07-29,-7,27,14,-25,-14,6
PROVINSI NUSA TENGGARA TIMUR,2021-07-30,-9,28,10,-21,-14,6
PROVINSI NUSA TENGGARA TIMUR,2021-07-31,-10,25,18,-20,-7,4
PROVINSI NUSA TENGGARA TIMUR,2021-08-01,-14,22,19,-27,-10,5
PROVINSI NUSA TENGGARA TIMUR,2021-08-02,-6,37,17,-21,-13,4
PROVINSI NUSA TENGGARA TIMUR,2021-08-03,-4,30,22,-10,-14,4
PROVINSI NUSA TENGGARA TIMUR,2021-08-04,-3,32,22,-22,-16,4
PROVINSI NUSA TENGGARA TIMUR,2021-08-05,-3,35,16,-18,-13,5
PROVINSI NUSA TENGGARA TIMUR,2021-08-06,-5,37,15,-17,-13,5
PROVINSI NUSA TENGGARA TIMUR,2021-08-07,-3,35,24,-16,-8,3
PROVINSI NUSA TENGGARA TIMUR,2021-08-08,-11,27,25,-23,-10,5
PROVINSI NUSA TENGGARA TIMUR,2021-08-09,0,40,23,-9,-13,3
PROVINSI NUSA TENGGARA TIMUR,2021-08-10,-3,31,30,-12,-18,4
PROVINSI NUSA TENGGARA TIMUR,2021-08-11,-7,27,1,-15,-55,10
PROVINSI NUSA TENGGARA TIMUR,2021-08-12,-1,35,-4,-19,-12,2
PROVINSI NUSA TENGGARA TIMUR,2021-08-13,-2,36,-10,-12,-12,4
PROVINSI NUSA TENGGARA TIMUR,2021-08-14,-4,31,-2,-11,-7,2
PROVINSI NUSA TENGGARA TIMUR,2021-08-15,-10,23,-3,-20,-8,4
PROVINSI NUSA TENGGARA TIMUR,2021-08-16,1,39,-1,-10,-13,2
PROVINSI NUSA TENGGARA TIMUR,2021-08-17,-17,12,7,-22,-58,11
